#script,tags,URL,Test Case id,Automation_Id,Expected Results,Argument 1
../DomainAdmin/TC_Gen2_DomAdmin_C42580.sah,"Domain_Admin,All,Gen2_DomAdmin_C42580,Policy,Policy_Set,Policy_Visibility",http://sahitest.com/demo/training/login.htm,C42580,Gen2_DomAdmin_C42580,Policy created by domain admin should not be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42581.sah,"Domain_Admin,All,Gen2_DomAdmin_C42581,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42581,Gen2_DomAdmin_C42581,Reports created by domain admin should be visible to other domain admins,
../DomainAdmin/TC_Gen2_DomAdmin_C42582.sah,"Domain_Admin,All,Gen2_DomAdmin_C42582,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42582,Gen2_DomAdmin_C42582,Reports created by domain admin should be visible to other organization admin,
../DomainAdmin/TC_Gen2_DomAdmin_C42583.sah,"Domain_Admin,All,Gen2_DomAdmin_C42583,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42583,Gen2_DomAdmin_C42583,Reports created by domain admin should be visible to other organization member,
../DomainAdmin/TC_Gen2_DomAdmin_C42584.sah,"Domain_Admin,All,Gen2_DomAdmin_C42584,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42584,Gen2_DomAdmin_C42584,Reports created by domain admin should be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42472.sah,"Domain_Admin,All,Gen2_DomAdmin_C42472,User_Management,All_Users,Add,Demo",http://sahitest.com/demo/training/login.htm,C42472,Gen2_DomAdmin_C42472,"1. Domain admin should be able to add an user successfully.
2. User name along with details entered on step 4 should be displayed on the table consisting on pending members
3. Added user should receive a email from 'SecureLine Support' contains email initiation link

4. Added  user must be displayed under 'pending' section of user management page.",
../DomainAdmin/TC_Gen2_DomAdmin_C42472.sah,"Domain_Admin,All,Gen2_DomAdmin_C42472,User_Management,All_Users,Add,Demo",http://sahitest.com/demo/training/login.htm,C42472,Gen2_DomAdmin_C42472,"1. Domain admin should be able to add an user successfully.
2. User name along with details entered on step 4 should be displayed on the table consisting on pending members
3. Added user should receive a email from 'SecureLine Support' contains email initiation link

4. Added  user must be displayed under 'pending' section of user management page.",
../DomainAdmin/TC_Gen2_DomAdmin_C42584.sah,"Domain_Admin,All,Gen2_DomAdmin_C42584,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42584,Gen2_DomAdmin_C42584,Reports created by domain admin should be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42584.sah,"Domain_Admin,All,Gen2_DomAdmin_C42584,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42584,Gen2_DomAdmin_C42584,Reports created by domain admin should be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42472.sah,"Domain_Admin,All,Gen2_DomAdmin_C42472,User_Management,All_Users,Add,Demo",http://sahitest.com/demo/training/login.htm,C42472,Gen2_DomAdmin_C42472,"1. Domain admin should be able to add an user successfully.
2. User name along with details entered on step 4 should be displayed on the table consisting on pending members
3. Added user should receive a email from 'SecureLine Support' contains email initiation link

4. Added  user must be displayed under 'pending' section of user management page.",
../DomainAdmin/TC_Gen2_DomAdmin_C42584.sah,"Domain_Admin,All,Gen2_DomAdmin_C42584,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42584,Gen2_DomAdmin_C42584,Reports created by domain admin should be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42584.sah,"Domain_Admin,All,Gen2_DomAdmin_C42584,Reports,Custom_Reports,Reports_Visibility",http://sahitest.com/demo/training/login.htm,C42584,Gen2_DomAdmin_C42584,Reports created by domain admin should be visible to other 'Employee/User',
../DomainAdmin/TC_Gen2_DomAdmin_C42472.sah,"Domain_Admin,All,Gen2_DomAdmin_C42472,User_Management,All_Users,Add,Demo",http://sahitest.com/demo/training/login.htm,C42472,Gen2_DomAdmin_C42472,"1. Domain admin should be able to add an user successfully.
2. User name along with details entered on step 4 should be displayed on the table consisting on pending members
3. Added user should receive a email from 'SecureLine Support' contains email initiation link

4. Added  user must be displayed under 'pending' section of user management page.",
